# Stock Market Information for MSFT
# Open,High,Low,Volume,Close
72.8600,73.3500,72.4800,12574503,72.8200
72.7400,72.8600,72.0700,15980144,72.6900
72.9600,73.1500,72.5300,13586784,72.7200
72.3500,73.2400,72.3500,14183146,73.1600
72.4700,72.4800,71.7000,17656716,72.1500
72.2700,72.8400,71.9300,18215276,72.4900
73.5800,73.8700,72.4000,21834250,72.4000
73.3400,74.1000,73.1700,17814317,73.6500
73.5900,73.5900,73.0400,17791179,73.2200
73.0600,73.7200,72.9500,19756773,73.5900
71.6100,72.7000,71.2800,21121250,72.5000
71.9000,72.1900,71.3500,23153711,71.4100
72.2500,72.5100,72.0500,20401071,72.4700
72.0900,73.1300,71.7500,21446993,72.7900
72.8000,72.9000,72.2600,18705700,72.4000
72.4000,73.0400,72.2400,22579000,72.6800
72.1900,72.4400,71.8450,17937522,72.1500
72.5500,72.5600,71.4450,26405096,72.2600
73.1000,73.4200,72.4900,19060885,72.5800
73.3000,73.4400,72.4100,23151962,72.7000
72.6700,73.3100,72.5400,17472880,73.0400
73.7600,74.4200,72.3200,35518251,73.1600
74.3400,74.3800,73.8100,15850344,74.0500
73.8000,74.3100,73.5000,21522189,74.1900
73.5300,73.7500,73.1300,20836422,73.6000
73.4500,74.2900,73.1700,45302930,73.7900
74.1800,74.3000,73.2800,34174677,74.2200
73.5000,74.0400,73.4500,21769229,73.8600
73.0900,73.3900,72.6600,26150272,73.3000
72.8000,73.4500,72.7200,21481069,73.3500
72.2400,73.2700,71.9600,25689303,72.7800
71.5000,72.0399,71.3100,20149208,71.7700
70.6900,71.2800,70.5500,17382861,71.1500
70.0000,70.6800,69.7500,16880205,69.9900
69.4600,70.2500,69.2000,14903400,69.9800
68.7000,69.8400,68.7000,15897154,69.4600
68.2700,68.7800,68.1200,20776555,68.5700
68.2550,69.4400,68.2200,20174523,69.0800
69.3300,69.6000,68.0200,16165500,68.1700
68.7800,69.3800,68.7400,23039328,68.9300
69.3800,69.4900,68.0900,28231562,68.4900
69.2100,69.8410,68.7900,25226070,69.8000
70.1100,70.1800,69.1800,24862560,69.2100
71.4000,71.7100,70.4450,19308122,70.5300
70.0900,71.2500,69.9200,23176418,71.2100
70.5400,70.5900,69.7100,22222851,70.2600
70.2100,70.6200,69.9400,19190623,70.2700
70.8200,70.8700,69.8700,20775590,69.9100
70.5000,70.9450,70.3500,23146852,70.8700
69.7300,70.0252,69.2200,46911637,70.0000
69.2700,70.2100,68.8000,25701569,69.9000
70.9100,71.1000,69.4300,25271276,70.2700
70.0200,70.8200,69.9600,24815455,70.6500
69.2500,69.9400,68.1300,47363986,69.7800
72.0350,72.0800,68.5900,48619420,70.3200
72.5100,72.5200,71.5000,23982410,71.9500
72.6350,72.7700,71.9500,21895156,72.3900
72.3000,72.6200,72.2700,31220057,72.5200
71.9700,72.8900,71.8100,29507429,72.2800
70.4400,71.8600,70.2400,34586054,71.7600
70.2400,70.6100,69.4510,21066468,70.1000
70.5300,70.7400,69.8100,29538356,69.8400
69.7900,70.4100,69.7700,16901792,70.4100
69.8000,70.2200,69.5200,19644260,69.9600
68.9700,69.8800,68.9100,21702912,69.6200
68.8700,68.8800,68.4500,14422965,68.7700
68.7200,68.7500,68.3800,15347877,68.6800
67.8900,68.5000,67.5000,15484530,68.4500
67.5000,68.0950,67.4300,26496478,67.6900
67.4000,68.1300,67.1400,24789790,67.7100
68.8900,69.1000,67.4300,29964198,67.4800
68.2300,69.4400,68.1600,33250702,69.4100
68.1400,68.4800,67.5700,30705323,68.4300
68.6100,68.6100,68.0400,17073013,68.3800
68.3600,68.7300,68.1200,27985424,68.4600
68.9900,69.5600,68.9200,17842038,69.3100
68.8600,69.2800,68.6800,22318181,69.0400
68.9700,69.0500,68.4200,18446053,68.9400
68.9000,69.0300,68.4850,18882845,69.0000
69.0300,69.0800,68.6400,21421413,68.8100
69.3800,69.3800,68.7100,28725646,69.0800
69.7100,69.7100,69.1300,23000828,69.3000
68.6800,69.5500,68.5000,31304672,69.4100
68.9100,69.1400,67.6900,38940853,68.4600
68.1500,68.3800,67.5800,32219234,68.2700
68.0800,68.3100,67.6200,25544417,67.8300
67.9000,68.0400,67.6000,29983174,67.9200
67.4800,67.6600,67.1000,29721254,67.5300
65.6700,66.7000,65.4500,32522645,66.4000
65.4600,65.7500,65.1400,22299477,65.5000
65.6500,65.7500,64.8900,26992771,65.0400
65.3300,65.7100,65.1600,15155611,65.3900
65.0400,65.4900,65.0100,16689265,65.4800
65.2900,65.8600,64.9500,17896483,64.9500
65.4200,65.5100,65.1100,17108513,65.2300
65.6000,65.6100,64.8500,18791533,65.4800
65.6100,65.8200,65.3600,17952742,65.5300
65.8500,65.9600,65.4400,14089274,65.6800
65.6000,66.0550,65.4800,18103453,65.7300
66.3000,66.3500,65.4443,21448594,65.5600
65.3900,65.8100,65.2800,12997449,65.7300
65.8100,65.9400,65.1900,20400871,65.5500
65.6500,66.1900,65.4500,21040331,65.8600
65.4200,65.9800,65.3600,15122823,65.7100
65.1200,65.5000,64.9475,13618424,65.4700
64.9600,65.4700,64.6500,20080358,65.2900
64.6300,65.2200,64.3500,18614662,65.1000
65.3600,65.4500,64.7600,22617105,64.9800
64.9400,65.2350,64.7650,19269203,64.8700
64.1200,65.1400,64.1200,20680015,65.0300
65.1900,65.5000,64.1300,26640480,64.2100
64.9100,65.1750,64.7200,14598083,64.9300
64.9100,65.2400,64.6800,49219686,64.8700
64.7500,64.7600,64.3000,20674296,64.6400
64.5500,64.9200,64.2500,24833810,64.7500
64.5300,64.5500,64.1500,14280202,64.4100
65.0100,65.1950,64.5700,20100035,64.7100
65.1100,65.2600,64.7500,19538245,64.9300
65.1900,65.2000,64.4800,19846832,64.7300
64.2600,65.0850,64.2500,21510907,64.9900
64.1900,64.7750,64.1900,18520987,64.4000
63.9700,64.5600,63.8100,18750255,64.2700
63.9900,64.2800,63.6200,18139405,64.2500
64.6900,64.7500,63.8800,24539597,64.0100
64.1300,64.9900,64.0218,26937459,64.9400
64.0800,64.2000,63.7600,23239825,63.9800
64.5400,64.5400,64.0450,15871507,64.2300
64.5300,64.8000,64.1350,21796800,64.6200
64.4200,64.7285,64.1950,20273128,64.6200
64.3300,64.3900,64.0500,19292651,64.3600
64.6100,64.9500,64.4500,20655869,64.4900
64.4700,64.6900,64.3000,21248818,64.6200
64.7400,65.2400,64.4400,20546345,64.5200
64.5000,64.5700,64.1550,17005157,64.5300
64.4100,64.7200,64.0200,23108426,64.5700
64.2400,64.8600,64.1300,22920101,64.7200
64.2500,64.3000,63.9750,18170729,64.0000
63.5200,64.4350,63.3200,22644443,64.0600
63.5700,63.8100,63.2200,18096358,63.3400
63.7400,63.7800,63.2300,20277226,63.4300
63.5000,63.6500,63.1400,19796360,63.6400
63.5000,63.7000,63.0700,30301759,63.6800
63.2500,63.4100,62.7500,45827013,63.1700
64.3550,64.6200,63.4700,39671528,63.5800
64.8600,65.1500,64.2600,25270549,64.6500
65.6900,65.7900,64.8000,31651445,65.1300
65.3900,65.9100,64.8900,44817972,65.7800
64.1200,64.5350,63.5500,43554645,64.2700
63.9500,64.1000,63.4500,24654933,63.6800
63.2000,63.7350,62.9400,24672940,63.5200
62.7000,63.1159,62.5700,23097581,62.9600
62.6700,62.8200,62.3700,30213462,62.7400
62.2400,62.9800,62.1950,18451655,62.3000
62.6700,62.7000,62.1200,19670102,62.5000
62.6800,62.7000,62.0300,20663983,62.5300
62.6200,62.8650,62.3500,19422310,62.7000
63.0600,63.4000,61.9500,20968223,62.6100
62.6100,63.2300,62.4300,21517335,63.1900
62.7300,63.0700,62.2800,18593004,62.6200
62.7600,63.0800,62.5400,20382730,62.6400
62.3000,63.1500,62.0400,19922919,62.8400
62.1900,62.6600,62.0300,24875968,62.3000
62.4800,62.7500,62.1200,21339969,62.3000
62.7900,62.8400,62.1250,20694101,62.5800
62.9600,62.9900,62.0300,25579908,62.1400
62.8600,63.2000,62.7300,10250582,62.9000
63.4000,63.4000,62.8300,14653348,62.9900
63.2100,64.0700,63.2100,11763173,63.2800
63.4500,63.5400,62.8000,12403819,63.2400
63.8400,64.1000,63.4050,22176585,63.5500
63.4300,63.7000,63.1200,17096304,63.5400
63.6900,63.8000,63.0250,26028379,63.5400
62.5600,63.7700,62.4200,34338219,63.6200
62.9500,62.9500,62.1150,42453083,62.3000
62.7000,63.1535,62.3000,27669868,62.5800
63.0000,63.4500,62.5300,30352654,62.6800
62.5000,63.4200,62.2400,35718868,62.9800
61.8200,62.3000,61.7200,20198081,62.1700
61.1800,61.9900,61.1250,27349356,61.9700
61.3000,61.5800,60.8400,21220753,61.0100
60.0100,61.3800,59.8000,30808969,61.3700
60.4300,60.4600,59.8000,19907035,59.9500
59.7000,60.5850,59.5600,23552658,60.2200
59.0800,59.4700,58.8000,25515665,59.2500
60.1100,60.1500,58.9350,34542121,59.2000
60.8600,61.1800,60.2150,34655435,60.2600
60.6500,61.4100,60.5200,22366721,61.0900
60.3400,61.0200,60.2100,20732619,60.6100
60.3000,60.5300,60.1300,8409616,60.5300
61.0100,61.1000,60.2500,21848913,60.4000
60.9800,61.2600,60.8050,23206700,61.1200
60.5000,60.9700,60.4200,19652595,60.8600
60.7800,61.1400,60.3000,27686311,60.3500
60.4100,60.9500,59.9650,32132728,60.6400
58.9400,59.6600,58.8100,27332475,59.6500
58.3300,59.4900,58.3150,35904126,58.8700
59.0200,59.0800,57.2800,41328422,58.1200
58.2300,59.1160,58.0100,38767843,59.0200
60.4800,60.4900,57.6302,57822394,58.7000
60.0000,60.5900,59.2000,49632479,60.1700
60.5500,60.7800,60.1500,22935355,60.4700
59.7800,60.5200,59.7800,31664798,60.4200
58.6500,59.2800,58.5200,28697016,58.7100
59.5300,59.6400,59.1100,21600427,59.2100
59.8200,59.9300,59.3000,22147005,59.4300
59.9700,60.0200,59.2500,24532986,59.8000
60.1600,60.4200,59.9200,26434697,59.9200
60.0100,60.5200,59.5800,33574684,59.8700
60.6100,60.8300,60.0900,28479856,60.1000
60.8100,61.2000,60.4700,29911608,60.6300
60.8500,61.3699,60.8000,35137164,60.9900
59.9400,61.0000,59.9300,54066978,61.0000
60.2800,60.4500,59.4850,80032206,59.6600
57.5000,57.5200,56.6600,49455612,57.2500
57.4700,57.8400,57.3950,22878397,57.5300
57.5300,57.9450,57.4100,19149538,57.6600
57.3600,57.4600,56.8700,23830014,57.2200
57.1200,57.7400,57.1200,27402451,57.4200
56.7000,57.3000,56.3150,25313748,56.9200
57.1100,57.2700,56.4000,22177464,57.1100
57.8900,58.0200,56.8900,26497418,57.1900
57.9100,58.3900,57.8700,18196509,58.0400
57.8500,57.9800,57.4200,20089020,57.8000
57.7400,57.8600,57.2800,16212611,57.7400
57.2900,57.9601,57.2600,16726411,57.6400
57.2700,57.5950,56.9700,20085874,57.2400
57.4050,57.5500,57.0600,19189515,57.4200
57.5700,57.7700,57.3400,29910788,57.6000
57.8100,58.1679,57.2100,25463536,57.4000
57.8800,58.0600,57.6700,20536400,58.0300
56.9300,58.0600,56.6810,28065071,57.9500
57.0800,57.1400,56.8300,21688720,56.9000
57.8700,57.9100,57.3800,19955336,57.4300
57.9200,58.0000,57.6300,19822203,57.8200
57.5100,57.8500,57.0800,33707272,57.7600
57.3500,57.3500,56.7500,17383982,56.8100
57.2700,57.7500,56.8500,20937104,56.9300
57.6300,57.6300,56.7500,44606965,57.2500
56.1500,57.3500,55.9800,27062614,57.1900
56.3900,56.6300,56.0300,24274273,56.2600
56.5000,56.6500,56.0500,30130213,56.5300
56.0000,57.2050,55.6100,29302962,57.0500
56.7900,57.5200,56.2100,35113934,56.2100
57.6300,57.7900,57.1800,20146083,57.4300
57.4700,57.8400,57.4050,17493359,57.6600
57.7800,57.8000,57.2100,16278416,57.6100
57.6700,58.1900,57.4200,18900489,57.6700
57.0100,57.8200,57.0100,26075363,57.5900
57.6500,57.8000,57.3000,20860269,57.4600
57.9800,58.1900,57.6100,16930185,57.8900
58.1800,58.6000,58.1000,16417207,58.1000
58.2800,58.7000,57.6900,20971202,58.0300
57.8800,58.2900,57.7800,18552579,58.1700
57.8000,58.0400,57.7150,18151506,57.9500
57.9000,58.1800,57.8500,18732373,57.8900
57.6000,57.7500,57.2600,15221922,57.6700
57.4300,57.7300,57.2000,17271044,57.6200
57.4200,57.7000,57.2700,14214341,57.6000
57.5400,57.6800,57.2300,18856423,57.5600
57.6100,57.6200,57.2700,20523493,57.4400
58.0100,58.5000,57.9600,19283902,58.1200
58.0300,58.1900,57.6200,21655161,57.9400
58.0300,58.4500,58.0300,18162301,58.3000
58.1600,58.3200,57.8200,15756913,58.0200
58.1700,58.5000,58.0200,16920721,58.2000
58.0550,58.0850,57.7800,19473499,58.0600
57.6500,58.2100,57.4500,29335221,57.9600
56.8000,57.5193,56.6700,26587749,57.3900
56.6800,57.1100,56.4900,22075616,56.9700
56.8500,56.9000,56.3100,35121958,56.5800
56.6000,56.7500,56.1400,26003419,56.5800
56.2600,56.7600,56.0500,30558718,56.6800
56.0000,56.3700,55.7200,37550411,56.2100
56.6100,56.8000,56.1100,32327477,56.1900
56.5200,57.2900,56.5100,28078995,56.7600
56.4700,56.7400,56.2550,25610587,56.7300
56.0800,56.6275,55.7800,32157167,56.5700
55.9800,56.2300,55.7600,32776653,55.8000
56.1500,56.8400,55.5300,89893301,55.9100
53.7100,53.9000,52.9300,53336533,53.0900
53.7000,54.3400,53.5500,31433864,53.9600
53.9500,54.0000,53.2100,32024385,53.7000
53.8400,53.9900,53.5800,24545520,53.7400
53.5600,53.8600,53.1800,25356841,53.5100
52.9400,53.4000,52.7850,27317555,53.2100
52.5000,52.8300,52.4700,22269203,52.5900
51.7300,52.3600,51.5500,28391026,52.3000
51.4200,51.6100,51.0700,19585194,51.3800
50.7800,51.5400,50.3900,28167461,51.3800
50.8300,51.2800,50.7400,24806351,51.1700
51.1300,51.7200,51.0700,21400392,51.1600
50.7200,51.3000,50.5000,28527781,51.1700
49.9100,50.7200,49.8000,31304021,50.5400
48.9200,49.4700,48.6700,38140658,49.4400
49.1000,49.1466,48.0350,50576699,48.4300
49.8100,50.9400,49.5200,133502985,49.8300
51.2800,52.0600,51.1500,29028833,51.9100
51.0800,51.4600,50.9525,28816848,50.9900
50.2000,51.4300,50.1600,34097825,51.1900
50.6400,50.8300,50.0300,35607946,50.0700
50.4100,50.4300,49.8200,45710516,50.1300
49.5200,50.4700,49.5068,31188605,50.3900
49.7800,50.1200,49.6900,33757639,49.6900
49.9000,50.1000,49.5700,42577106,49.8300
49.5800,50.7150,49.0600,83217844,50.1400
51.0500,52.0500,51.0400,25833151,51.4800
52.0000,52.0000,51.4900,20305664,51.6200
52.0200,52.4400,51.8700,21149438,52.0400
52.2400,52.7300,52.1000,20866770,52.1000
51.9900,52.3500,51.8900,18243271,52.1300
52.3800,52.4200,51.6000,23368291,51.7900
52.6400,52.7400,51.8350,22840779,52.4800
52.4400,52.9500,52.4400,25324828,52.8500
52.2600,53.0000,52.0800,37653081,53.0000
51.9200,52.3200,51.7700,17721438,52.3200
51.9300,51.9793,51.3600,24335223,51.8900
51.9200,52.4900,51.7900,24204566,52.1200
50.7000,51.7100,50.4000,34757944,51.5900
50.6000,50.6800,49.9800,26118720,50.0300
50.4800,51.2200,50.4000,23905769,50.6200
50.4700,50.6200,49.8200,23842358,50.3200
50.4800,51.1400,50.3000,24907532,50.8100
51.7200,51.7300,50.3600,27803514,50.5100
50.8000,51.9600,50.7500,20032017,51.8300
51.4400,51.8950,51.0400,22592342,51.0800
51.2000,51.8100,50.9200,24102781,51.5100
51.1300,51.7800,51.0000,24039140,51.0500
50.3300,51.1000,50.1900,22890966,51.0200
50.4900,50.5850,50.0000,17951598,50.0700
49.9200,50.3900,49.6600,24787301,50.3900
49.8700,50.3000,49.7300,25390718,49.9400
49.8400,50.0600,49.4600,24257556,49.8700
50.3400,50.4100,49.6000,26460244,49.7800
50.0000,50.7500,49.7799,33114539,50.6100
49.3500,50.2500,49.3500,48411684,49.8700
50.6200,50.7700,49.5600,43134846,49.9000
51.4800,51.5000,50.5500,43369256,50.9400
52.2600,52.3500,51.0900,33532636,51.4400
51.7800,52.1300,51.6300,33226948,52.1100
51.9100,52.4297,50.7700,126834091,51.7800
55.8000,56.2300,55.4150,38909096,55.7800
56.2900,56.5000,55.4850,36195714,55.5900
56.6300,56.7700,55.6800,29596827,56.3900
55.4900,56.5900,55.2100,23785950,56.4600
55.3000,55.9200,55.1100,28793753,55.6500
55.2200,55.5750,55.0700,20877108,55.3600
55.1200,55.4375,54.8900,20817961,55.3500
54.3700,54.7800,53.7600,24944288,54.6500
54.4900,55.1500,54.3000,21414227,54.3100
54.6700,55.2800,54.3200,22167223,54.4200
54.8700,54.9100,54.2300,19225092,54.4600
54.3600,55.2000,54.2100,21188682,55.1200
55.1900,55.3000,54.4600,19272255,54.5600
55.4300,55.6600,55.0000,18928810,55.4300
55.0500,55.6100,54.5700,24399193,55.5700
54.9500,55.5900,54.8600,26360495,55.2300
54.9300,55.6400,54.9000,23008260,55.0500
53.6600,54.8600,53.4500,23924329,54.7100
54.2100,54.2900,53.3300,17025050,53.5400
53.8400,54.3300,53.7300,19949972,54.2100
54.1100,54.2400,53.7400,20129015,53.9700
53.6100,54.2500,53.4600,23124143,54.0700
53.2500,53.9298,52.9300,23925716,53.8600
54.9200,54.9700,53.4450,67625518,53.4900
54.2100,55.0000,54.0000,28223947,54.6600
53.4500,54.6000,53.4000,31691742,54.3500
52.7500,53.5900,52.7400,21104763,53.5900
52.7100,53.5900,52.6300,24083616,53.1700
53.0000,53.0700,52.3800,32275677,53.0700
52.9300,52.9400,51.1600,38387804,52.0500
51.8900,52.8500,51.8550,28251588,52.8400
50.8000,52.1300,50.5950,33075517,51.6500
51.5600,51.8000,50.5800,38428816,51.0300
52.4000,52.4500,51.7100,33034150,52.0300
52.9700,52.9700,51.7800,24427813,52.3500
52.4100,52.9600,52.1550,29289884,52.9500
50.9700,52.5900,50.9199,33024535,52.5800
51.3500,51.6500,50.6600,31654036,50.8800
52.6000,52.6800,51.1000,35975925,51.3000
51.7300,52.1000,50.6100,26939467,52.1000
50.6900,51.5000,50.2000,33014457,51.3600
52.3400,52.3700,50.9800,28895274,51.1800
52.2800,53.0000,52.2800,25008291,52.6500
51.9700,52.2800,51.5300,33559073,51.8200
52.3300,52.9500,52.1000,27176035,52.1900
51.4900,52.7700,51.4500,40788968,52.4200
50.9000,51.0900,50.1300,37291208,51.0900
50.2500,50.6800,49.7500,34243324,50.5000
48.6800,50.1100,48.5100,48878571,49.6900
49.8900,50.3900,49.5200,38236954,49.7100
49.0200,50.2400,48.6700,46740474,49.2800
49.5500,49.5700,48.1900,59290497,49.4100
51.9400,52.0000,49.5600,62008994,50.1600
52.1000,52.8100,51.3700,46987123,52.0000
53.2500,53.3900,51.2600,57559814,52.1600
54.1700,54.2600,52.6500,56313753,53.0000
54.8800,55.0900,54.4950,44208542,54.7100
54.7300,55.0900,54.0000,83611686,55.0900
51.8600,52.2100,51.2500,62513789,52.0550
52.0100,52.2000,51.0201,36775194,51.2200
51.7900,52.4400,51.5500,28900820,52.1700
51.9400,52.6500,51.6500,34707717,51.7900
51.4100,52.3300,51.2600,37555789,52.2900
51.0000,51.5800,50.3000,40191157,50.4800
49.9800,51.3800,49.1000,63272993,50.7900
51.4800,51.6800,50.0600,43564538,50.5600
51.3100,51.9700,50.3400,71820697,50.9900
52.0000,53.4163,51.5700,52381918,53.1100
53.8000,54.0700,51.3038,66883571,51.6400
52.7600,53.1000,52.0600,36095539,52.7800
52.5100,52.8500,51.4600,36943756,52.3000
52.3700,53.2800,52.1500,48753969,52.3300
52.7000,53.4850,52.0700,56564852,52.1700
54.3200,54.4001,53.6400,39518863,54.0500
54.9300,55.3900,54.5400,34079674,55.0500
54.3200,54.8000,53.3900,53777963,54.8000
56.0400,56.1900,55.4200,27334061,55.4800
56.4700,56.7800,56.2875,21704505,56.3100
56.2900,56.8500,56.0600,27731403,56.5500
55.3500,55.9500,54.9800,22458293,55.9500
55.8600,55.9600,55.4300,9570002,55.6700
55.7000,55.8800,55.4400,27279832,55.8200
54.9900,55.4800,54.5000,28322241,55.3500
54.8800,55.3500,54.2262,37246325,54.8300
55.7700,56.0000,54.0300,84684164,54.1300
56.3600,56.7900,55.5348,41280907,55.7000
55.5400,56.2450,54.7600,37503300,56.1300
55.6600,55.9000,55.0900,39842998,55.2000
54.3300,55.2100,53.6800,47006491,55.1400
54.7100,55.1000,54.0100,39549497,54.0600
55.3900,55.6550,55.0100,31775826,55.2700
55.3700,55.8700,54.5100,36373209,54.9800
55.4700,56.1000,54.9900,32878026,55.7900
55.7900,55.9700,55.2900,30709765,55.8100
54.1200,56.2300,54.1000,43963662,55.9100
55.4900,55.7700,53.9300,38627835,54.2000
55.3200,55.9600,55.0600,47274879,55.2100
54.4100,55.2300,54.3000,39952779,55.2200
54.5400,54.9600,53.9999,56241417,54.3500
53.8000,54.0800,53.7900,9009132,53.9300
54.0900,54.2300,53.6900,21005147,53.6900
53.9200,54.4400,53.5800,24600043,54.2500
54.2500,54.4600,53.7500,28235918,54.1900
54.2500,54.3000,53.2650,37147608,54.1900
53.9900,54.6600,53.7810,28149228,53.9400
53.0000,53.9800,52.9799,29710030,53.8500
53.1700,53.5300,52.8500,31546754,52.9700
53.0800,53.8900,52.8500,32165198,53.7650
53.0700,53.2900,52.5300,36848175,52.8400
53.4800,53.9791,53.1900,35361095,53.3200
53.7000,54.2000,53.4600,36516260,53.6500
54.0700,54.1300,53.2700,55283697,53.5100
54.5500,54.8700,53.5600,32513067,54.1600
54.0850,54.9800,53.9640,32851204,54.9200
54.4900,54.7000,54.0000,31468485,54.3800
54.1800,54.8800,54.0600,37087849,54.4000
52.9300,54.3900,52.9000,36596931,54.1500
52.8500,53.3600,52.6200,30284982,53.2400
53.3200,53.9900,52.6200,46619761,52.6400
53.5400,53.8300,53.2200,30202078,53.3600
53.5400,53.9800,52.8600,47000753,53.9800
53.9900,54.3700,53.5800,50999907,53.6900
52.5300,54.3200,52.5000,64633324,54.2500
52.3000,54.0700,52.2500,135227059,52.8700
47.5300,48.9500,47.0900,56637074,48.0300
47.9200,47.9900,47.1100,25264710,47.2000
47.4400,47.8100,47.0200,30802235,47.7700
47.4200,47.8800,47.0200,29387581,47.6200
47.0200,47.5400,46.8970,26450334,47.5100
47.0100,47.0300,46.5300,27189370,47.0100
46.6500,47.1000,46.5300,24697766,46.6800
46.5600,47.1299,46.5600,19987816,46.8900
46.9800,47.0700,46.5000,19769066,47.0000
47.4500,47.5400,46.9200,28600632,47.1100
46.5600,47.5150,46.5000,33772709,47.4500
47.1000,47.3500,45.9500,27711492,46.8000
46.3300,47.1750,46.2200,27510808,46.7500
45.7450,46.8900,45.7000,34369286,46.6300
44.2700,45.5700,43.9200,41839035,45.5700
44.7500,44.7500,43.7500,28657859,44.6100
43.8800,44.3000,43.6600,33172693,44.2600
43.3700,43.5700,43.0500,32763557,43.4400
43.8300,44.0850,43.2050,27099680,43.2900
44.4800,44.7300,43.7600,29384601,43.9400
43.4500,44.1300,43.2700,27905607,43.9100
43.9300,44.1700,43.5100,17145238,43.8700
43.3800,44.0500,43.3100,28085903,43.9000
43.6200,44.4700,43.6000,26177224,44.1100
43.5000,43.9900,43.3300,63143684,43.4800
44.2900,45.0000,44.0800,32768161,44.2500
43.9700,44.3800,43.8400,23372162,44.3000
43.1900,44.2900,43.0800,28882206,43.9800
43.4300,43.4400,42.8600,23656048,43.0400
43.1400,43.5900,42.9399,27132527,43.4800
43.1200,43.7900,42.7450,31366630,43.2900
44.2100,44.4000,42.9100,33469485,43.0700
43.3000,44.0000,43.2000,32469766,43.8900
42.8100,43.0400,42.1950,37138775,42.6100
43.4100,43.9800,43.2800,28285205,43.5000
42.2400,43.3800,41.8800,37671518,43.3600
42.2300,42.5900,41.6600,49688896,41.8200
43.7400,43.9300,43.1000,34441662,43.5200
43.4700,44.1500,43.3900,28246725,43.9300
43.1400,43.9500,42.9250,50943211,43.9000
42.0100,42.8400,41.0600,63407996,42.7100
42.5650,43.2400,40.3900,70616597,40.4700
40.4500,43.3100,39.7200,88753660,41.6800
45.3000,45.4800,43.0700,70053084,43.0700
46.0700,46.4700,45.6600,36238227,45.6600
46.7800,47.0800,46.3000,31485511,46.6100
46.8400,47.4300,46.7000,23574104,47.2700
46.8100,47.4500,46.5700,21099746,47.3200
46.5300,47.1000,46.5200,21473402,47.0000
47.0600,47.1000,46.4900,22627241,46.7300
46.1900,46.9000,45.7050,30198532,46.7400
46.8200,46.9400,45.9000,29237402,46.4100
46.9500,47.4900,46.8400,23079870,47.3300
46.3900,46.7800,46.2600,19163038,46.7400
47.7100,47.7700,46.3300,27368000,46.6200
47.9800,48.4100,47.5400,26739584,47.5800
46.7500,47.7100,46.6800,33403916,47.5400
46.9800,47.0000,46.4500,24125886,46.8100
47.2900,47.3700,46.5000,31201480,46.7000
46.2600,47.4000,45.9300,39777883,46.8800
45.4000,46.7800,45.2600,40945864,46.2900
45.5800,45.6390,44.7900,34328948,45.3400
45.9400,46.0100,45.2500,39701420,45.3500
45.9100,46.3200,45.8000,32333244,45.9400
45.2700,46.2300,45.1000,33934010,46.1100
45.4400,46.9300,45.2030,59152427,45.5400
46.7800,47.3300,46.4800,42781899,47.2800
46.6500,47.1300,46.4400,30631905,46.9200
46.5500,46.7800,46.2600,29467107,46.6200
46.0100,46.6900,45.9650,26271673,46.6600
45.6800,45.8900,45.4300,26629615,45.7600
45.4500,45.9600,45.3100,22880260,45.6200
44.9750,45.6200,44.9501,28178329,45.5400
45.0100,45.1400,44.5700,25465757,44.6100
44.7500,45.2200,44.5000,32424672,44.5200
44.4400,44.9000,44.0300,39785901,44.2400
44.3400,44.4900,43.3200,36435827,44.3000
43.9600,44.4800,43.9500,23033961,44.3900
44.4800,44.7500,44.0600,21752013,44.4000
44.4600,45.2300,44.1000,28343907,44.4450
44.7100,44.7200,43.9400,35945384,44.1500
45.0400,45.2300,44.3600,34081746,44.3700
45.6500,46.2800,45.0300,49835287,45.2600
46.0300,46.0600,45.5000,20615995,45.6500
45.6700,46.2450,45.5500,34890901,45.6350
46.1300,46.2800,45.6200,25896473,45.9100
46.3300,46.7200,46.1600,20318055,46.2300
46.7900,46.8250,45.9900,63837036,46.1000
46.2200,46.8000,46.1700,32658343,46.7200
45.7300,46.0700,45.3600,28704061,45.9700
45.3500,46.2400,45.3000,27070306,45.8300
45.4500,45.6500,45.0201,33254517,45.4750
46.2200,46.4700,45.9000,23930972,45.9700
46.6600,46.9200,46.1300,27347758,46.4400
45.7900,46.8300,45.6900,28417405,46.6100
45.7600,45.9400,45.4600,24406057,45.6500
46.3000,46.4300,45.6700,22121634,45.7300
46.3100,46.5200,45.8400,25438086,46.1400
46.7900,47.1600,46.2000,27745512,46.3600
47.3700,47.7350,46.8200,28002154,46.8500
46.9300,47.3500,46.6200,21498326,46.9200
47.0600,47.7700,46.6200,28837332,47.2300
47.4300,47.5700,46.5900,36519594,46.8600
47.5000,48.0200,47.3900,19283666,47.4500
46.8200,47.7700,46.6200,27335639,47.6100
46.8300,46.8800,46.1900,29581860,46.5900
47.3000,47.3500,46.8200,25720583,46.9000
47.2800,47.6000,47.0050,22410698,47.4200
47.3900,47.9300,47.2700,25047919,47.5800
47.5600,47.8100,47.1800,28574813,47.5800
47.9800,48.2200,47.6100,24136502,48.0100
48.8700,48.9050,48.0500,28642694,48.2950
48.0301,48.8200,48.0300,32980892,48.7200
48.1900,48.3200,47.5700,34184613,47.6250
46.8500,47.6800,46.4200,29928264,47.3500
47.5500,47.9100,47.3700,24609416,47.3700
47.5500,47.9800,47.5200,35364911,47.7500
46.2700,47.0850,46.1600,32971654,46.7000
