# http://finance.yahoo.com/quote/GOOG/history?ltr=1,,,,,
# Open,High,Low,Volume,Close,MACD
773.780029,783.039978,772.340027,1801200,782.219971,547.5539797
772.219971,774.070007,768.794983,1140300,771.609985,540.1269895
767.179993,773.210022,766.820007,1287400,773.179993,541.2259951
768.690002,775.840027,767.849976,1784500,771.070007,539.7490049
761.090027,780.429993,761.090027,2700500,772.880005,541.0160035
772.710022,778.549988,766.77002,3841500,768.789978,538.1529846
747.039978,748.650024,739.299988,3530200,745.909973,522.1369811
738.280029,744.460022,737,1512500,741.77002,519.239014
739.039978,741.690002,734.27002,1186700,738.419983,516.8939881
740.669983,742.609985,737.5,1032400,739.77002,517.839014
741.859985,743.23999,736.559998,1259800,742.73999,519.917993
740.359985,741.690002,735.830994,1026300,738.630005,517.0410035
737.330017,742.130005,737.099976,1289700,741.190002,518.8330014
729.890015,736.98999,729,1227500,736.960022,515.8720154
722.710022,736.130005,721.190002,1295500,733.780029,513.6460203
725.72998,725.73999,719.054993,1279300,719.849976,503.8949832
721.580017,722.210022,718.030029,950200,720.950012,504.6650084
723.619995,724,716.849976,935900,716.97998,501.885986
719.119995,722.940002,715.909973,1336900,720.640015,504.4480105
708.049988,716.51001,707.23999,1111800,715.090027,500.5630189
699.5,705.710022,696.434998,1575200,705.630005,493.9410035
698.080017,698.200012,688.215027,1304200,695.359985,486.7519895
689.97998,701.679993,689.090027,1411900,697.77002,488.439014
696.059998,696.940002,688.880005,1462600,694.950012,486.4650084
692.200012,700.650024,692.130005,1344700,699.210022,489.4470154
685.469971,692.320007,683.650024,1597700,692.099976,484.4699832
683,687.429016,681.409973,1932600,684.109985,478.8769895
678.969971,680.330017,673,2173800,680.039978,476.0279846
671,672.299988,663.283997,2629000,668.26001,467.782007
675.169983,689.400024,673.450012,4449000,675.219971,472.6539797
697.450012,701.950012,687,2171400,701.869995,491.3089965
699.059998,700.859985,693.08197,1184300,697.460022,488.2220154
698.400024,702.77002,692.01001,1465600,695.940002,487.1580014
698.77002,702.47998,693.409973,2082500,693.710022,485.5970154
708.650024,708.820007,688.452026,3402400,691.719971,484.2039797
714.909973,716.650024,703.26001,1982500,710.359985,497.2519895
719,722.97998,717.309998,1214500,718.919983,503.2439881
716.47998,722.469971,713.119995,1306100,718.27002,502.789014
716.51001,725.440002,716.51001,1258900,718.359985,502.8519895
719.469971,725.890015,716.429993,1216400,719.409973,503.5869811
722.869995,729.539978,722.335999,988900,728.580017,510.0060119
723.960022,728.570007,720.580017,1583700,728.280029,509.7960203
719.840027,721.97998,716.549988,1336200,716.650024,501.6550168
724.909973,724.909973,714.609985,1565300,716.549988,501.5849916
729.27002,729.48999,720.559998,1226300,722.340027,505.6380189
732.5,733.02002,724.169983,1341800,730.400024,511.2800168
734.530029,737.210022,730.659973,1253600,734.150024,513.9050168
731.73999,739.72998,731.26001,2129500,735.719971,515.0039797
724.01001,733.935974,724,1974000,732.659973,512.8619811
722.869995,728.330017,720.280029,1576300,724.119995,506.8839965
720.76001,727.51001,719.705017,1629200,725.27002,507.689014
706.859985,720.969971,706.859985,1929500,720.090027,504.0630189
706.530029,711.478027,704.179993,1330700,704.23999,492.967993
701.619995,714.580017,700.52002,1828400,709.73999,496.817993
702.359985,706,696.799988,1670200,700.320007,490.2240049
703.669983,711.599976,700.630005,1766800,706.630005,494.6410035
715.98999,721.52002,704.109985,2001200,706.22998,494.360986
709.130005,718.47998,705.650024,1317100,716.48999,501.542993
711.929993,716.661987,709.26001,1314500,710.830017,497.5810119
717.059998,719.25,709,1360700,713.309998,499.3169986
723.409973,724.47998,712.799988,1692100,715.289978,500.7029846
716.75,723.5,715.719971,1569600,723.179993,506.2259951
712,718.710022,710,1510300,712.900024,499.0300168
698.380005,711.859985,698.106995,1826100,711.119995,497.7839965
697.700012,702.320007,695.719971,1683500,701.429993,491.0009951
690.48999,699.75,689.01001,1693500,695.700012,486.9900084
696.869995,697.840027,692,1543800,692.359985,484.6519895
697.630005,700.640015,691,1645300,698.210022,488.7470154
690.700012,697.619995,689,2487700,693.01001,485.107007
708.26001,714.169983,689.549988,2867300,691.02002,483.714014
707.289978,708.97998,692.36499,3098600,705.840027,494.0880189
725.419983,725.765991,703.026001,2744600,708.140015,495.6980105
716.099976,723.929993,715.590027,1959200,723.150024,506.2050168
726.299988,736.119995,713.609985,5951900,718.77002,503.139014
755.380005,760.450012,749.549988,3060500,759.140015,531.3980105
758,758.132019,750.01001,1529200,752.669983,526.8689881
769.51001,769.900024,749.330017,2030500,753.929993,527.7509951
760.460022,768.049988,757.299988,1556000,766.609985,536.6269895
753.97998,761,752.69397,1809300,759,531.3
754.01001,757.309998,752.705017,1135300,753.200012,527.2400084
749.159973,754.380005,744.260986,1707100,751.719971,526.2039797
738,743.830017,731.01001,1353000,743.090027,520.1630189
743.02002,745,736.049988,1220100,736.099976,515.2699832
743.969971,745.450012,735.549988,1290800,739.150024,517.4050168
745.369995,747,736.280029,1453200,740.280029,518.1960203
735.77002,746.23999,735.559998,1053700,745.690002,521.9830014
738,742.799988,735.369995,1132300,737.799988,516.4599916
750.059998,752.799988,742.429993,1134200,745.289978,521.7029846
738.599976,750.340027,737,1576700,749.909973,524.9369811
749.25,750.849976,740.940002,1718800,744.950012,521.4650084
750.099976,757.880005,748.73999,1782400,750.530029,525.3710203
734.590027,747.25,728.76001,1903800,744.77002,521.339014
736.789978,738.98999,732.5,1301300,733.530029,513.4710203
732.01001,737.747009,731,1594900,735.299988,514.7099916
742.359985,745.719971,736.150024,1432100,738.059998,516.6419986
737.460022,745,737.460022,1269700,740.75,518.525
736.5,742.5,733.515991,1836500,742.090027,519.4630189
741.859985,742,731.830017,2980700,737.599976,516.3199832
736.450012,743.070007,736,1860800,737.780029,516.4460203
726.369995,737.469971,724.51001,1624400,736.090027,515.2630189
726.919983,732.289978,724.77002,1721000,728.330017,509.8310119
726.809998,735.5,725.150024,1718300,730.48999,511.342993
720,726.919983,717.125,1970800,726.820007,508.7740049
708.119995,716.440002,703.359985,2833500,712.820007,498.9740049
698.469971,705.679993,694,1421500,705.23999,493.667993
688.590027,703.789978,685.340027,2076300,693.969971,485.7789797
706.900024,708.091003,686.900024,2985100,695.159973,486.6119811
714.98999,716.48999,706.02002,1972100,710.890015,497.6230105
718.679993,719.450012,706.02002,1958000,712.419983,498.6939881
719,720,712,1629000,718.849976,503.1949832
703.619995,718.809998,699.77002,2151400,718.809998,503.1669986
700.320007,710.890015,697.679993,2481100,697.77002,488.439014
708.580017,713.429993,700.859985,2243500,705.070007,493.5490049
700.01001,705.97998,690.585022,1642200,705.75,494.025
688.919983,700,680.780029,1963600,699.559998,489.6919986
701.450012,708.400024,693.580017,2009300,695.849976,487.0949832
707.450012,713.23999,702.51001,1949800,706.460022,494.5220154
695.030029,703.080994,694.049988,1589300,700.909973,490.6369811
710,712.349976,696.030029,1883200,697.349976,488.1449832
698.090027,709.75,691.380005,2492600,708.400024,495.8800168
692.97998,698,685.049988,2520000,691,483.7
690.26001,693.75,678.599976,2141400,682.400024,477.6800168
675,689.349976,668.867981,3024000,683.109985,478.1769895
686.859985,701.309998,682.130005,2638000,684.119995,478.8839965
672.320007,699.900024,668.77002,3608900,678.109985,474.6769895
667.849976,684.030029,663.059998,4247400,682.73999,477.917993
703.869995,703.98999,680.150024,5105700,683.570007,478.4990049
722.809998,727,701.859985,5168700,708.01001,495.607007
770.219971,774.5,720.5,6171000,726.950012,508.8650084
784.5,789.869995,764.650024,6348100,764.650024,535.2550168
750.460022,757.859985,743.27002,5139200,752,526.4
731.530029,744.98999,726.799988,3474300,742.950012,520.0650084
722.219971,733.690002,712.349976,2676400,730.960022,511.6720154
713.669983,718.234985,694.390015,2194200,699.98999,489.992993
713.849976,718.280029,706.47998,1331700,713.039978,499.1279846
723.580017,729.679993,710.01001,1711700,711.669983,498.1689881
723.599976,728.130005,720.120972,2011800,725.25,507.675
702.179993,719.190002,694.460022,2412200,706.590027,494.6130189
688.609985,706.849976,673.26001,3445000,698.450012,488.9150084
703.299988,709.97998,693.409973,2268100,701.789978,491.2529846
692.289978,706.73999,685.369995,3592400,694.450012,486.1150084
705.380005,721.924988,689.099976,2225800,714.719971,500.3039797
730.849976,734.73999,698.609985,2501700,700.559998,490.3919986
721.679993,728.75,717.317017,2024500,726.070007,508.2490049
716.609985,718.85498,703.539978,2090600,716.030029,501.2210203
731.450012,733.22998,713,2450900,714.469971,500.1289797
730.309998,738.5,719.059998,2963700,726.390015,508.4730105
730,747.179993,728.919983,1947000,743.619995,520.5339965
746.450012,752,738.640015,1950700,742.580017,519.8060119
743,744.059998,731.257996,3272800,741.840027,519.2880189
769.5,769.5,758.340027,1489600,758.880005,531.2160035
776.599976,777.599976,766.900024,1293300,771,539.7
766.690002,779.97998,766.429993,1765000,776.599976,543.6199832
752.919983,762.98999,749.52002,1515300,762.51001,533.757007
749.549988,751.349976,746.619995,527200,748.400024,523.8800168
753.469971,754.210022,744,1565900,750.309998,525.2169986
751.650024,754.849976,745.530029,1365400,750,525
746.130005,750,740,1525700,747.77002,523.439014
746.51001,754.130005,738.150024,3148700,739.309998,517.5169986
762.419983,762.679993,749,1553400,749.429993,524.6009951
750,760.590027,739.434998,1993300,758.090027,530.6630189
753,758.080017,743.01001,2666200,743.400024,520.3800168
741.789978,748.72998,724.169983,2412500,747.77002,523.439014
741.159973,745.710022,736.75,2224400,738.869995,517.2089965
752.849976,755.849976,743.830017,1984900,749.460022,524.6220154
759.169983,764.22998,737.000977,2700000,751.609985,526.1269895
757.890015,764.799988,754.200012,1829500,762.369995,533.6589965
767.77002,768.72998,755.090027,1812300,763.25,534.275
753.099976,768.48999,750,2757300,766.809998,536.7669986
766.01001,768.994995,745.630005,2590600,752.539978,526.7779846
768.900024,775.955017,758.960022,2230400,762.380005,533.6660035
747.109985,768.950012,746.700012,2134600,767.039978,536.9279846
748.809998,754.929993,741.27002,2097600,742.599976,519.8199832
748.460022,753.409973,747.48999,838500,750.26001,525.182007
748.140015,752,746.059998,1122100,748.150024,523.7050168
752,755.278992,737.630005,2333100,748.280029,523.7960203
757.450012,762.708008,751.820007,1414500,755.97998,529.185986
746.530029,757.919983,743,2212300,756.599976,529.6199832
738.73999,742,737.429993,1327100,738.409973,516.8869811
727.580017,741.409973,727,1684300,740,518
729.289978,731.844971,723.026978,1510900,725.299988,507.7099916
715.599976,729.48999,711.330017,1905900,728.960022,510.2720154
729.169983,731.150024,716.72998,2075500,717,501.9
731,737.799988,728.64502,1837200,731.22998,511.860986
732.460022,741,730.22998,1366400,735.400024,514.7800168
724.400024,730.590027,718.5,1608000,728.320007,509.8240049
730.200012,734.710022,719.429993,2069800,724.890015,507.4230105
731.5,735.409973,727.01001,1511600,733.76001,513.632007
729.469971,739.47998,729.469971,1861600,731.25,511.875
722,733.099976,721.900024,1706700,728.109985,509.6769895
718.859985,724.650024,714.719971,1565400,722.159973,505.5119811
711.059998,721.619995,705.849976,1886300,721.109985,504.7769895
715.72998,718,710.049988,1908800,710.809998,497.5669986
710.5,718.26001,710.01001,1456000,716.919983,501.8439881
707.330017,712.97998,703.080017,2178900,712.950012,499.0650084
707.380005,713.619995,704.549988,2245800,708.48999,495.942993
701.549988,719.150024,701.26001,2716600,712.780029,498.9460203
727.5,730,701.5,6653900,702,491.4
646.700012,657.799988,644.01001,4071000,651.789978,456.2529846
654.150024,655.869995,641.72998,1791100,642.609985,449.8269895
664.039978,664.719971,644.195007,2490000,650.280029,455.1960203
661.179993,666.820007,659.580017,1477300,666.099976,466.2699832
664.109985,664.969971,657.200012,1611100,662.200012,463.5400084
654.659973,663.130005,654.460022,1885700,661.73999,463.217993
653.210022,659.390015,648.849976,1415500,651.159973,455.8119811
643.150024,657.812012,643.150024,1807700,652.299988,456.6099916
642.090027,648.5,639.01001,1275200,646.669983,452.6689881
640,645.98999,635.317993,1648700,643.609985,450.5269895
641.359985,644.450012,625.559998,2182100,639.159973,447.4119811
649.23999,650.609009,632.150024,2092700,642.359985,449.6519895
638.840027,649.25,636.530029,2166300,645.440002,451.8080014
632,643.01001,627,1803600,641.469971,449.0289797
607.200012,627.340027,603.130005,2684800,626.909973,438.8369811
608.369995,612.090027,599.849976,1867600,611.289978,427.9029846
603.280029,608.76001,600.72998,2413400,608.419983,425.8939881
597.280029,605,590.219971,2309500,594.969971,416.4789797
610.340027,614.60498,589.380005,3127700,594.890015,416.4230105
629.77002,629.77002,611,2174000,611.969971,428.3789797
616.640015,627.320007,612.400024,2240100,625.799988,438.0599916
622.049988,628.929993,620,1470900,622.359985,435.6519895
627,627.549988,615.429993,2562900,622.690002,435.8830014
634.400024,636.48999,625.940002,1788500,635.440002,444.8080014
636.789978,640,627.02002,5133400,629.25,440.475
637.789978,650.900024,635.02002,2274700,642.900024,450.0300168
635.469971,637.950012,632.320007,1286500,635.97998,445.185986
626.700012,638.700012,623.780029,2084400,635.140015,444.5980105
625.700012,625.859985,619.429993,1702300,623.23999,436.267993
619.75,625.780029,617.419983,1373500,625.77002,438.039014
613.099976,624.159973,611.429993,1905300,621.349976,434.9449832
621.219971,626.52002,609.599976,1702100,612.719971,428.9039797
612.48999,616.309998,604.119995,2279500,614.659973,430.2619811
600,603.469971,595.25,2089000,600.700012,420.4900084
617,619.710022,602.820984,1759600,606.25,424.375
605.590027,614.340027,599.710022,2575600,614.340027,430.0380189
602.359985,612.859985,594.099976,3702100,597.789978,418.4529846
627.539978,635.799988,617.679993,2176700,618.25,432.775
632.820007,636.880005,624.559998,1978700,630.380005,441.2660035
639.400024,643.590027,622,3491300,637.609985,446.3269895
610.349976,631.710022,599.049988,4235900,628.619995,440.0339965
614.909973,617.450012,581.109985,3538000,582.059998,407.4419986
573,599.330017,565.049988,5770300,589.609985,412.7269895
639.780029,640.049988,612.330017,4265200,612.47998,428.735986
655.460022,662.98999,642.900024,2855300,646.830017,452.7810119
656.599976,667,654.190002,2131600,660.900024,462.6300168
661.900024,664,653.460022,1456100,656.130005,459.2910035
656.799988,661.380005,651.23999,1051700,660.869995,462.6089965
655.01001,659.85498,652.659973,1072100,657.119995,459.9839965
659.322021,664.5,651.661011,1810700,656.450012,459.5150084
663.080017,665,652.289978,2936700,659.559998,461.6919986
669.200012,674.900024,654.27002,5029200,660.780029,462.5460203
639.47998,643.440002,631.249023,1809200,633.72998,443.610986
640.22998,642.679993,629.710022,1403900,635.299988,444.7099916
645,645.379028,632.25,1572600,642.679993,449.8759951
634.330017,647.859985,633.159973,2334300,643.780029,450.6460203
628.419983,634.809998,627.159973,1490900,629.25,440.475
625.340027,633.05603,625.340027,1304500,631.210022,441.8470154
631.380005,632.909973,625.5,1706100,625.609985,437.9269895
630,635.219971,622.049988,1474200,632.590027,442.8130189
628.799988,633.359985,622.650024,1575100,631.929993,442.3509951
632.830017,632.830017,623.309998,1727300,628,439.6
621,634.299988,620.5,2675400,627.26001,439.082007
647,648.169983,622.52002,3625700,623.559998,436.4919986
661.27002,663.630005,641,3029100,644.280029,450.9960203
660.890015,678.640015,659,3929300,662.099976,463.4699832
655.210022,673,654.299988,3377200,662.299988,463.6099916
659.23999,668.880005,653.01001,5860900,663.02002,464.114014
649,674.468018,645,11164900,672.929993,471.0509951
565.119995,580.679993,565,4768300,579.849976,405.8949832
560.130005,566.502991,556.789978,1784600,560.219971,392.1539797
546.76001,565.848999,546.710022,3244100,561.099976,392.7699832
532.880005,547.109985,532.400024,2206500,546.549988,382.5849916
526.289978,532.559998,525.549988,1956700,530.130005,371.0910035
523.119995,523.77002,520.349976,1839400,520.679993,364.4759951
521.049988,522.734009,516.109985,1296700,516.830017,361.7810119
523.130005,526.179993,515.179993,1597200,525.02002,367.514014
519.5,525.25,519,1280500,522.859985,366.0019895
521.080017,524.650024,521.080017,1235900,523.400024,366.3800168
524.72998,525.690002,518.22998,1961000,521.840027,365.2880189
526.02002,526.25,520.5,2217200,520.51001,364.357007
525.01001,528.609985,520.539978,1937800,521.52002,365.064014
537.26001,537.76001,531.349976,2109100,531.690002,372.1830014
538.869995,540.900024,535.22998,1335700,535.22998,374.660986
540,540,535.659973,1286600,537.840027,376.4880189
539.640015,541.499023,535.25,1197500,540.47998,378.335986
539.590027,543.73999,537.530029,1250300,538.190002,376.7330014
537.210022,538.25,533.01001,1893500,536.690002,375.6830014
531,538.150024,530.789978,1833100,536.72998,375.710986
529.369995,530.97998,525.099976,1294200,529.26001,370.482007
528.400024,529.640015,525.559998,1071800,528.150024,369.7050168
528,528.299988,524,1632700,527.200012,369.0400084
531.599976,533.119995,530.159973,955800,532.330017,372.6310119
538.424988,538.97998,533.02002,1217500,534.609985,374.2269895
529.359985,538.359985,529.349976,1815000,536.690002,375.6830014
527.559998,529.200012,523.01001,1455300,526.690002,368.6830014
533.309998,534.119995,526.23999,1520600,526.830017,368.7810119
536.349976,537.200012,532.52002,1388200,533.330017,373.3310119
537.76001,540.590027,534.320007,1348300,536.700012,375.6900084
539.909973,543.5,537.109985,1714500,540.309998,378.2169986
532.929993,543,531.330017,1939000,539.179993,377.4259951
536.789978,536.789978,529.76001,1904300,533.98999,373.792993
537.369995,538.630005,531.450012,2597400,532.109985,372.4769895
538.01001,540.609985,536.25,1029800,539.780029,377.8460203
532.799988,540.549988,531.710022,1525000,539.789978,377.8529846
538.119995,539,529.880005,2406500,532.320007,372.6240049
540.150024,544.190002,539.51001,1176200,540.109985,378.0769895
537.950012,543.840027,535.97998,1462700,542.51001,379.757007
538.48999,542.919983,532.971985,1430800,539.27002,377.489014
533.97998,540.659973,533.039978,1966900,537.359985,376.1519895
532.01001,534.820007,528.849976,2003400,532.299988,372.6099916
539.179993,539.273987,530.380005,1971300,533.849976,373.6949832
533.77002,539,532.409973,1403900,538.400024,376.8800168
530.559998,534.322021,528.655029,1252300,529.619995,370.7339965
531.599976,533.208984,525.26001,1634200,529.039978,370.3279846
538.369995,541.97998,535.400024,905300,535.700012,374.9900084
536.650024,541.150024,525,1527600,538.219971,376.7539797
523.98999,533.460022,521.75,1546300,530.700012,371.4900084
531.23999,532.380005,521.085022,1567000,524.219971,366.9539797
538.210022,539.73999,530.390991,1383100,530.799988,371.5599916
538.530029,544.070007,535.059998,1308000,540.780029,378.5460203
538.429993,539.539978,532.099976,1768200,537.900024,376.5300168
547.869995,548.590027,535.049988,2082200,537.340027,376.1380189
550.469971,553.679993,546.905029,1698800,549.080017,384.3560119
554.640015,556.02002,550.366028,1491000,553.679993,387.5759951
563.390015,565.950012,553.200012,2398000,555.369995,388.7589965
566.102584,571.14259,557.252507,4932500,565.062561,395.5437927
541.002435,550.96249,540.23244,4184800,547.002472,382.9017304
534.402426,541.082428,531.752397,1593500,539.367458,377.5572206
537.512456,539.392429,533.677415,1844700,533.972413,373.7806891
525.602352,536.092424,524.50235,1679200,535.382408,374.7676856
528.662379,529.842373,521.012371,2151800,524.052386,366.8366702
529.902414,535.592396,529.612373,1299800,533.802391,373.6616737
528.702406,534.732432,523.22235,2318800,532.532429,372.7727003
536.252409,537.572435,528.094416,2604100,530.392405,371.2746835
538.412447,544.062463,537.312445,1645300,539.172466,377.4207262
542.292472,542.292472,537.312445,1409400,540.012416,378.0086912
541.032425,541.952428,535.492451,1557800,540.782472,378.5477304
538.382457,543.852476,538.382457,1178500,541.612446,379.1287122
538.08244,542.692434,536.002456,1302800,537.022404,375.9156828
532.222436,538.412447,529.572407,1324400,536.767432,375.7372024
540.852427,540.852427,533.849395,1716300,535.532417,374.8726919
548.602502,551.142488,539.502472,1963000,542.562439,379.7937073
550.00246,554.712521,546.722468,1588000,548.002468,383.6017276
551.622503,553.472487,548.17249,1287500,552.032502,386.4227514
553.002509,555.282504,548.132463,1897400,548.342512,383.8397584
557.59255,558.90254,550.652497,1572600,555.172522,388.6207654
570.50259,572.262605,558.742555,2152200,558.787539,391.1512773
562.562541,574.592603,561.212525,2583200,570.192597,399.1348179
560.432554,562.362529,555.832536,1643800,558.81251,391.168757
561.652513,561.722529,559.052548,2616800,560.362537,392.2537759
